,channel_name,publish_date,length,recipe_0,recipe_1,recipe_2,recipe_3,recipe_4,recipe_5,recipe_6,recipe_7,recipe_8,recipe_9,recipe_10,recipe_11,genome_0,genome_1,genome_2,genome_3,genome_4,genome_5,genome_6,genome_7,genome_8,genome_9,genome_10,genome_11,genome_12,genome_13,genome_14,genome_15,genome_16,genome_17,genome_18,genome_19,genome_20,genome_21,genome_22,genome_23,genome_24,genome_25,genome_26,genome_27,genome_28,genome_29,Views
10,French,29.03.21,17,0.056957874,0.014121901,0.342404156,0.069626591,0.540707132,0.314102809,0.046901841,0.248895784,0.436984815,0.151314451,0.028514973,0.099593972,0.349314392,0.216439515,0.049205087,0.002943516,0.036592864,0.000689522,0.025222817,0.012388838,0.001036434,0.000504902,0.001259855,0.035970896,0.001408599,0.003193322,0.000750054,0.000426032,0.000296946,0.000746273,0.000170198,0.000913953,0.006548699,0.000537657,0.000354474,0.000309781,0.000986197,0.005082,0.001747604,0.000878105,0.000330873,0.014047084,26522
11,French,29.03.21,20,0.111844736,0.028950365,0.304074154,0.238378821,0.610662329,0.451996886,0.041362163,0.203920655,0.344076396,0.149109008,0.028303623,0.130370539,0.306197196,0.169620782,0.001269224,0.00013103,0.039665252,0.000227383,0.000275643,4.79e-05,0.000147199,6.43e-05,3.85e-05,0.000471989,7.63e-05,0.000538193,4.56e-05,0.000406531,4.51e-05,7.55e-06,8.46e-05,4.6e-06,0.968766272,1.19e-05,1.81e-05,4.84e-06,0.000125083,0.929188848,9.16e-05,0.000258335,0.000415185,0.024291748,5037
12,French,29.03.21,34,0.079033568,0.033633235,0.347280528,0.081053459,0.473635383,0.448419351,0.050990964,0.21474832,0.336832702,0.187859825,0.027835423,0.103663689,0.652063727,0.108057827,0.004394652,0.000138671,0.006857871,0.000996661,0.00031927,1.49e-05,0.000164528,3.22e-05,0.000138425,0.001169579,8.43e-05,0.003368732,0.000370601,0.000200672,0.000745059,1.57e-05,0.000199412,6.1e-06,0.576421857,0.000149439,0.000200984,7.82e-06,0.005305849,0.485263944,2.54e-05,0.004024773,0.00011529,0.002950161,2952
13,French,18.02.21,211,0.186074308,0.081325528,0.327646842,0.142188408,0.417625736,0.457706585,0.07952025,0.266890574,0.275402932,0.159531382,0.08609427,0.237871713,0.013313347,0.004463875,0.016617374,0.011925856,0.004838482,0.000256369,0.033716254,0.002525552,0.000370857,0.000296307,0.000171413,0.000333717,0.000198877,0.001122989,0.002102451,0.000377312,1.2e-05,3.36e-05,8.28e-05,0.000117109,0.00011182,0.445027888,0.000958564,0.000265453,0.001085957,4.88e-05,0.000934781,0.000101941,0.000217193,0.002959313,172
14,French,18.02.21,200,0.147494962,0.059738221,0.421951797,0.100890522,0.447185847,0.514918214,0.037989967,0.267653296,0.21742859,0.188047218,0.04232475,0.08919001,0.155752793,0.029595971,0.007667012,0.006919732,0.000447606,0.002285711,0.007475479,0.002572543,0.00079024,0.00030436,0.000256668,0.003174739,8.87e-05,0.01069177,0.009249332,0.000789816,6.32e-05,0.000132054,0.000355341,3.14e-05,0.000816179,0.034729,0.001759833,0.000268499,0.000211348,0.000439362,0.00057289,0.000428398,0.000555924,0.000227818,398
15,French,18.02.21,223,0.161476021,0.028991734,0.502589869,0.104972785,0.312961473,0.429374855,0.032918061,0.304652981,0.265972246,0.182145193,0.029539385,0.087223033,0.041419815,0.017730152,0.005484952,0.005677387,0.010638681,0.013788678,0.000663443,0.03172389,0.000876743,0.000132489,0.001897704,0.000766297,0.000192954,0.001852793,0.147959724,0.001516433,0.001444,0.004964172,0.002627453,0.000180975,0.000278569,0.396096051,0.009478338,0.000229932,0.001412351,0.000101427,0.000352139,0.00050937,0.001376948,0.002603538,219
16,French,18.02.21,177,0.127990327,0.06220006,0.51861327,0.069898646,0.423164431,0.484346021,0.032480334,0.298608014,0.217046089,0.219583053,0.043237733,0.068645338,0.076155201,0.013322361,0.003272775,0.011462739,0.002610519,0.004743805,0.000857481,0.00811735,0.001227998,0.000297861,0.000897632,0.004946423,0.000220513,0.00225037,0.355805457,0.000297966,1.53e-05,9.24e-05,0.001532744,5.22e-05,0.000248394,0.021720015,0.000593488,0.000901478,0.001045264,0.000102212,0.00075826,0.000464613,0.000504278,0.000878457,207
17,French,12.02.21,134,0.191275168,0.068029637,0.41681174,0.122886124,0.358107523,0.434547139,0.082430271,0.261036651,0.304416416,0.10498895,0.105042806,0.144862061,0.016250927,0.006023495,0.006624997,0.009236826,0.002023024,0.004765413,0.000864752,0.006672072,0.016577186,6.29e-05,0.00105142,0.000270642,1.44e-05,0.000776654,0.0189602,0.012044212,0.000759569,0.000718862,0.000652079,2.1e-05,0.00030218,0.608561575,0.047711931,0.000410561,0.000757243,0.000182564,1.06e-05,0.000774033,0.000840009,0.000794886,552
18,French,05.02.21,142,0.19603734,0.097348248,0.309355916,0.078259373,0.228581198,0.497446925,0.070992041,0.242410203,0.260143057,0.050159702,0.103732326,0.089863917,0.042287942,0.034398891,0.00914371,0.019380894,0.000463124,0.003950048,0.000143672,0.016557561,7.25e-05,0.000157182,0.003844919,0.00022691,0.000814906,0.002252867,0.064969666,6.94e-05,3.03e-05,0.000242831,0.000280225,0.000147922,0.000144965,0.029338025,0.075434498,0.000423894,0.000290281,5.68e-05,0.000195299,0.00026764,0.001430481,0.000139416,632
19,French,29.01.21,124,0.205813764,0.089552542,0.283004113,0.054093403,0.223972988,0.711417458,0.058362657,0.172576907,0.11600587,0.054799087,0.073020548,0.069144517,0.147311956,0.069270022,0.007320605,0.011038508,0.000485204,0.000798915,0.001296245,8.13e-05,0.000164855,5.89e-05,0.0001526,0.001532956,3.81e-05,0.003012378,0.008344476,0.000108228,0.000572975,2.69e-06,0.000159034,3.73e-06,6.06e-05,0.468148202,0.002257228,2.97e-05,0.000907254,3.6e-05,0.000104025,0.000258024,0.002122424,0.000114717,577
20,French,22.01.21,115,0.266118938,0.269016033,0.252532711,0.073538002,0.223252627,0.741941839,0.106751803,0.155527499,0.102530928,0.06381094,0.165084948,0.129300884,0.051093325,0.014735282,0.01439408,0.013548294,0.015087282,0.001408953,0.00169881,0.005225099,0.00055618,0.000392576,0.002455824,0.009823197,0.000437493,0.004811585,0.046670046,0.000228153,0.000101412,6.84e-05,0.002109912,7.02e-05,9.91e-05,0.35468924,0.020574491,0.000297498,0.004234061,4.32e-05,0.000101149,0.000216802,0.003014595,0.00479763,577
21,French,15.01.21,114,0.163404946,0.065225732,0.419729828,0.068465977,0.285585042,0.479653899,0.017781089,0.287831076,0.232515295,0.088405914,0.049907672,0.052010983,0.031159982,0.008988912,0.006493504,0.002031075,0.000933671,0.000922861,0.000410781,0.001449315,0.000134978,2.15e-05,0.00027216,0.000452901,4.68e-05,0.001706876,0.025762407,2.42e-05,0.000132594,3.8e-05,0.001111205,5.13e-05,0.000254441,0.858558714,0.114878461,6.42e-05,0.000558609,0.000121603,0.002531064,0.000241109,0.000968052,0.00048736,1228
