,channel_name,publish_date,length,recipe_0,recipe_1,recipe_2,recipe_3,recipe_4,recipe_5,recipe_6,recipe_7,recipe_8,recipe_9,recipe_10,recipe_11,genome_0,genome_1,genome_2,genome_3,genome_4,genome_5,genome_6,genome_7,genome_8,genome_9,genome_10,genome_11,genome_12,genome_13,genome_14,genome_15,genome_16,genome_17,genome_18,genome_19,genome_20,genome_21,genome_22,genome_23,genome_24,genome_25,genome_26,genome_27,genome_28,genome_29,Views
171,French,14.03.13,57,0.123075629,0.048725734,0.376171075,0.035589925,0.086302149,0.773721172,0.014375223,0.136629761,0.089649761,0.040099349,0.099275822,0.024936165,0.050827876,0.02446232,0.01165816,0.356210202,0.007263192,0.03154498,0.000485607,0.001508073,0.001349294,0.128523737,0.002438543,0.000935047,0.005563688,0.001270511,0.002041042,0.000110772,0.00844009,0.001406869,7.09e-05,1.25e-05,0.000720962,0.000405373,0.000415487,0.000128636,0.000138759,0.000280333,0.000428011,0.033547375,7.58e-05,0.003227984,9430
172,French,14.03.13,47,0.185110415,0.042291925,0.672210408,0.185064349,0.283398212,0.48716182,0.019920071,0.2538985,0.258940449,0.093383643,0.05336605,0.107752054,0.119654849,0.089647725,0.020213833,0.071712814,0.004716257,0.008978708,0.0007257,0.015035992,0.017355697,0.003386934,0.004047281,0.005606444,0.001159812,0.006712364,0.000233312,0.001488948,0.011864447,0.043760352,0.001579773,0.000241002,0.000201643,0.001412683,0.00319022,0.001318645,0.000590168,0.00015464,0.000817921,0.000553423,0.00165825,0.001304203,9659
173,French,14.03.13,56,0.157321799,0.117740709,0.472947016,0.036476105,0.134765942,0.804662739,0.018171435,0.137713566,0.0576244,0.056487645,0.088204212,0.027875189,0.110491335,0.068389259,0.042929366,0.059354294,0.010315333,0.098072551,0.000360095,0.001458856,0.004930379,0.005463668,0.004014389,0.00271244,0.001958949,0.008232848,0.001761097,0.000173745,0.086106084,0.022981763,0.000578862,2.17e-05,0.001426787,0.034536082,0.000979171,0.000372156,0.002593842,0.000524025,2.84e-05,0.004635111,0.000204855,0.001470449,13798
174,French,14.03.13,88,0.232437965,0.028826542,0.462205563,0.226000162,0.235586368,0.468043509,0.027765014,0.181790538,0.350166359,0.065768771,0.045598894,0.178042475,0.015429911,0.005333719,0.002594785,0.499867409,0.003257545,0.053725511,0.00019126,0.004951238,0.042387776,0.288044065,0.005358986,0.000763971,0.005204529,0.001003141,0.003317744,0.002214113,0.018375739,0.008402142,0.00019281,0.0001,0.000135117,0.000441397,0.000325035,0.000417065,0.000310563,9.29e-05,3.93e-05,0.064298093,0.000142113,0.001369816,20337
175,French,14.03.13,62,0.221200044,0.033942168,0.503676958,0.163414996,0.235902566,0.509781408,0.069184785,0.208431946,0.281787287,0.088539526,0.059761012,0.179902535,0.036300384,0.007864749,0.008962169,0.46975106,0.002737307,0.025907338,8.68e-05,0.004922215,0.018284852,0.204103991,0.013362578,0.00201482,0.009849507,0.000413201,0.006464705,0.001303638,0.039252989,0.0217664,0.000176824,0.000154141,0.000530867,0.000140475,0.000231721,0.000376299,0.00124221,0.000505115,0.000155667,0.027141312,0.00027012,0.000857541,36602
176,French,14.03.13,45,0.119806462,0.03637453,0.626397298,0.045546027,0.151142095,0.519606784,0.007436724,0.230303815,0.250090167,0.06502143,0.136755126,0.032391078,0.012857842,0.007767008,0.015461589,0.36890465,0.011639778,0.023582358,0.00053446,0.026300566,0.001401738,0.082245439,0.003311396,0.001567889,0.033286009,0.003811075,0.00138382,0.000278612,0.00284205,0.031818695,0.001142159,0.000834092,0.000165647,0.001595942,0.001124763,0.000307226,0.002045105,0.000101884,0.000304335,0.001898673,0.000109992,0.00239208,12145
177,French,14.03.13,101,0.14537713,0.028067112,0.382894073,0.095127863,0.212969156,0.447277481,0.050782696,0.304662865,0.248059983,0.070574337,0.083299159,0.123306213,0.148659855,0.109697811,0.00506037,0.173579916,0.007955317,0.095989123,6.38e-05,0.000271189,0.004146389,0.077159755,0.023610344,0.018011423,0.003181485,0.000772357,0.053299993,0.000903374,0.01704591,0.000678911,0.037652135,0.000318315,8.8e-05,0.000171691,0.000803518,0.002116952,0.012398173,8.57e-05,4.63e-05,0.003108865,0.000107028,0.00145044,10104
178,French,14.03.13,34,0.290063477,0.023656261,0.563215327,0.182682532,0.18026823,0.444331522,0.010230194,0.330537339,0.2251316,0.070906407,0.122588107,0.095777773,0.157251745,0.094123289,0.006776302,0.328870445,0.012533603,0.017763739,0.001905263,0.001411501,0.002491316,0.123337559,0.005233414,0.021987405,0.005223813,0.000688382,0.000675085,0.000974013,0.001991329,0.000665393,0.001277991,0.001222877,0.001675361,9.4e-05,0.000179563,0.001239412,0.013483824,0.001327363,8.57e-05,0.00069283,0.000143545,0.00289404,6067
179,French,14.03.13,74,0.292190773,0.091664157,0.356137948,0.082993543,0.172032195,0.444100754,0.023204375,0.285864003,0.270035752,0.053240344,0.217032267,0.073947346,0.030198263,0.017166948,0.003661599,0.002157292,0.0006985,0.010044094,0.000325557,0.002508986,0.002781073,0.000236007,0.002749632,0.00236004,0.002693702,0.003377087,0.000128387,6.58e-05,0.212648466,0.015810532,0.000257271,2.03e-05,0.000954449,9.94e-05,8.47e-05,2.14e-05,0.002087969,0.000782328,0.00012561,0.005676395,0.002238431,0.000205848,20036
180,French,14.03.13,128,0.218476501,0.037983815,0.440957817,0.080569979,0.238793019,0.498193948,0.022946189,0.293698372,0.208107902,0.073869625,0.098952881,0.092674706,0.009238258,0.003957424,0.001112886,0.012985001,0.000537059,0.000871775,0.000146412,0.012460162,0.000299643,0.00192825,0.003439474,0.003173454,0.000521892,0.001930653,8.74e-05,0.000131346,0.03556272,0.07878115,0.005488203,6.86e-05,0.001117644,0.000878838,0.0001934,4.84e-05,4.57e-05,0.00087328,3.54e-05,0.010728801,0.000101054,0.000125785,75676
181,French,14.03.13,63,0.234421619,0.035987285,0.409043534,0.091457563,0.17353154,0.511191236,0.015341751,0.284720939,0.204088455,0.045002605,0.051620916,0.079432232,0.006818108,0.003929716,0.002142511,0.000863974,0.000518145,0.003811902,3.52e-05,0.001061952,0.000146493,0.00011969,0.00083406,0.002171947,0.000329179,0.001070619,6.2e-05,1.17e-05,0.656463563,0.007885974,0.00728658,7.53e-06,0.000385662,2.78e-05,6.44e-05,7.45e-06,0.000152687,0.000396024,1.02e-05,0.006025451,0.000177331,0.000159225,16928
182,French,14.03.13,100,0.303948996,0.06965396,0.364839042,0.141846364,0.224760583,0.420124168,0.037752582,0.345016945,0.234859221,0.048780419,0.133045878,0.117760247,0.061178774,0.024259679,0.001958229,0.00365667,0.000292551,0.002199073,4.88e-05,0.000946627,0.002697465,0.00048282,0.001292577,0.030193442,0.000477262,0.001239297,2.58e-05,0.000156013,0.436747313,0.003573388,0.000867311,9.7e-06,0.001425718,2.54e-05,1.87e-05,7.92e-06,0.000210605,0.001955066,1.46e-05,0.08139617,0.000255959,0.000105657,21486
183,French,14.03.13,83,0.184097797,0.024556492,0.275591675,0.210470045,0.323448583,0.267969015,0.094787725,0.323592939,0.408438482,0.062799104,0.128288414,0.326520911,0.039503563,0.026513463,0.001343091,0.416496336,0.02996261,0.043779306,0.000242964,0.006129,0.006722688,0.061018482,0.001305514,0.000765027,0.006040403,0.000301751,0.002783921,0.004627184,0.000106946,0.002474385,0.003107693,0.000139537,4.36e-05,0.000337328,0.005431755,0.008708466,0.000179006,2.62e-05,2.47e-05,0.001827692,3.18e-05,0.013503027,13373
184,French,14.03.13,57,0.19968455,0.099998902,0.538072852,0.097067503,0.214862819,0.63292556,0.009455329,0.219967836,0.147107298,0.072136021,0.061216338,0.049113977,0.056125045,0.008635792,0.012085641,0.046901599,0.001877347,0.000444125,0.00254147,0.010542486,0.02601682,0.00168706,0.001249752,0.013014437,0.002595795,0.00354398,7.23e-05,0.000738894,0.010693692,0.050204828,0.002076048,8.29e-05,0.001909092,0.000742957,0.000373936,0.000105724,0.000100737,0.001457303,0.000134587,0.00114918,0.000352582,0.000436675,24363
185,French,11.03.13,94,0.06078399,0.008310927,0.699653379,0.057659755,0.364552548,0.340570306,0.007254749,0.437542766,0.221887296,0.279019065,0.013978979,0.034256475,0.010127819,0.006074895,0.002046851,0.002470189,0.010802112,0.010294253,0.000977016,0.000672179,2.82e-05,8.09e-05,0.001684288,0.000193021,0.025149111,0.000730251,1.6e-05,0.000107939,0.00010047,0.001667916,0.008577161,0.025201952,9.52e-05,0.00019294,0.000182142,0.117893837,5.98e-05,5.72e-05,0.002319606,0.00016095,4.06e-06,0.001045582,587
186,French,16.01.13,563,0.057961391,0.284252692,0.670414364,0.022460656,0.090092316,0.874330345,0.032606845,0.080921021,0.044748648,0.043113185,0.04264784,0.02436903,2.14e-05,1.01e-05,0.00011997,0.993182778,1.55e-05,0.000256111,7.78e-07,1.19e-05,0.018762799,0.993869841,1.24e-05,4.67e-07,4.81e-06,8.47e-06,0.00355725,0.008248352,1.67e-06,6e-06,1.99e-06,7.08e-06,8.41e-07,0.000118085,1.08e-06,0.000148387,9.5e-07,4.16e-07,8.43e-07,6.7e-05,2.34e-07,5.15e-06,61052
187,French,10.12.12,45,0.161366244,0.395133536,0.030147322,0.062804393,0.635884247,0.492017529,0.17003299,0.388581215,0.119402026,0.18330006,0.485456914,0.172717323,0.036088698,0.011343772,0.001500853,0.017773425,0.000841278,3.56e-05,0.00597335,0.000173985,0.000128008,0.000280705,2.38e-05,0.000360619,0.000545367,0.001759758,3.34e-05,0.00060215,8.22e-06,0.000624358,1.94e-05,0.0001566,1.4e-05,2.32e-06,2.27e-05,9.21e-05,1.92e-05,5.75e-06,0.000209648,1.74e-05,0.000140228,0.000340997,7177
